clinician_id,signup_date,specialty,state,ehr_system,practice_size,org_type,annual_patient_volume,converted_to_enterprise,conversion_date
CLN_23463,2024-09-24,Endocrinology,MI,Allscripts,Small (2-10),Telehealth-Native,1002,0,
CLN_23464,2025-11-30,Primary Care,KY,Cerner,Large (51-200),Urgent Care Chain,21371,0,
CLN_23465,2025-11-21,Endocrinology,MN,Cerner,Small (2-10),FQHC,1313,0,
CLN_23466,2024-12-09,Cardiology,TX,eClinicalWorks,Enterprise (200+),Urgent Care Chain,105759,1,2025-01-20
CLN_23467,2025-08-31,Primary Care,NC,Cerner,Small (2-10),Private Practice,839,0,
CLN_23468,2024-11-24,Endocrinology,PA,Allscripts,Solo,Private Practice,126,0,
CLN_23469,2024-12-20,Primary Care,NJ,Cerner,Solo,Multi-Specialty Group,168,0,
CLN_23470,2025-04-01,Orthopedics,SC,eClinicalWorks,Enterprise (200+),FQHC,77788,0,
CLN_23471,2024-08-25,Dermatology,NY,Cerner,Small (2-10),Private Practice,3966,0,
CLN_23472,2025-05-04,Pediatrics,UT,None,Solo,FQHC,164,0,
CLN_23473,2025-11-30,Neurology,MN,Practice Fusion,Solo,Urgent Care Chain,88,0,
CLN_23474,2024-01-15,Psychiatry,KY,Epic,Medium (11-50),Hospital System,8375,0,
CLN_23475,2024-02-28,Primary Care,TX,Cerner,Small (2-10),Hospital System,1208,0,
CLN_23476,2025-12-03,Cardiology,WI,eClinicalWorks,Small (2-10),FQHC,1365,0,
CLN_23477,2024-02-06,Orthopedics,MN,Allscripts,Solo,Multi-Specialty Group,467,0,
CLN_23478,2025-08-21,Primary Care,IL,Epic,Large (51-200),Multi-Specialty Group,17305,0,
CLN_23479,2024-11-25,Psychiatry,CO,None,Small (2-10),Urgent Care Chain,1463,0,
CLN_23480,2025-04-27,Internal Medicine,UT,Practice Fusion,Solo,FQHC,1420,0,
CLN_23481,2024-04-01,Cardiology,OK,eClinicalWorks,Solo,Private Practice,192,0,
CLN_23482,2025-10-19,Psychiatry,WA,Other,Enterprise (200+),Private Practice,109137,1,2026-06-06
CLN_23483,2026-03-06,Primary Care,OR,None,Solo,Private Practice,80,0,
CLN_23484,2024-09-29,Psychiatry,MD,Cerner,Solo,Hospital System,162,0,
CLN_23485,2024-04-25,Endocrinology,WA,Cerner,Small (2-10),FQHC,1034,0,
CLN_23486,2024-11-03,Dermatology,IL,Athenahealth,Large (51-200),Academic Medical Center,34047,1,2025-03-22
CLN_23487,2025-03-03,Primary Care,OH,eClinicalWorks,Small (2-10),Hospital System,1573,0,
CLN_23488,2025-08-22,Gynecology,NC,None,Solo,Multi-Specialty Group,142,0,
CLN_23489,2024-01-03,Pediatrics,MN,Athenahealth,Medium (11-50),Multi-Specialty Group,13681,0,
CLN_23490,2024-02-06,Pediatrics,SC,DrChrono,Small (2-10),Multi-Specialty Group,780,0,
CLN_23491,2026-03-17,Dermatology,OR,Practice Fusion,Small (2-10),Multi-Specialty Group,965,0,
CLN_23492,2024-09-25,Internal Medicine,AL,Epic,Large (51-200),FQHC,28286,0,
CLN_23493,2025-08-05,Internal Medicine,UT,Epic,Medium (11-50),Telehealth-Native,8500,0,
CLN_23494,2025-09-07,Neurology,TX,eClinicalWorks,Small (2-10),Academic Medical Center,292,0,
CLN_23495,2026-03-07,Endocrinology,MI,Epic,Large (51-200),Hospital System,18686,0,
CLN_23496,2025-02-17,Psychiatry,CO,Cerner,Small (2-10),Academic Medical Center,676,0,
CLN_23497,2024-09-15,Internal Medicine,TX,DrChrono,Enterprise (200+),Academic Medical Center,73822,0,
CLN_23498,2025-03-10,Internal Medicine,MD,Athenahealth,Large (51-200),Hospital System,35146,0,
CLN_23499,2025-12-26,Gynecology,CT,eClinicalWorks,Medium (11-50),FQHC,2913,0,
CLN_23500,2025-01-01,Endocrinology,NJ,None,Small (2-10),Private Practice,1356,0,
CLN_23501,2024-01-27,Dermatology,MN,Cerner,Medium (11-50),FQHC,4676,0,
CLN_23502,2025-04-05,Gynecology,OK,Other,Medium (11-50),Telehealth-Native,9343,0,
CLN_23503,2025-09-03,Gynecology,VA,eClinicalWorks,Solo,FQHC,367,0,
CLN_23504,2025-06-04,Primary Care,NC,Other,Solo,Private Practice,166,0,
CLN_23505,2025-12-08,Internal Medicine,MD,Epic,Small (2-10),FQHC,1185,0,
CLN_23506,2024-12-19,Pediatrics,WI,Epic,Solo,Telehealth-Native,459,0,
CLN_23507,2026-03-03,Primary Care,UT,DrChrono,Small (2-10),Academic Medical Center,1942,0,
CLN_23508,2024-12-07,Primary Care,OK,Epic,Small (2-10),Multi-Specialty Group,1734,0,
CLN_23509,2024-10-02,Orthopedics,CO,Epic,Solo,Hospital System,159,0,
CLN_23510,2025-07-18,Neurology,KY,Practice Fusion,Medium (11-50),Urgent Care Chain,3460,0,
CLN_23511,2024-07-07,Gynecology,OH,Cerner,Medium (11-50),FQHC,2601,0,
CLN_23512,2024-12-01,Primary Care,CO,Epic,Medium (11-50),Multi-Specialty Group,6985,0,
CLN_23513,2025-10-12,Endocrinology,IN,Cerner,Medium (11-50),Urgent Care Chain,12635,0,
CLN_23514,2024-11-29,Primary Care,SC,eClinicalWorks,Small (2-10),Hospital System,2617,0,
CLN_23515,2024-09-18,Dermatology,MA,Practice Fusion,Small (2-10),Hospital System,728,0,
CLN_23516,2024-05-18,Primary Care,UT,Cerner,Medium (11-50),Multi-Specialty Group,5466,0,
CLN_23517,2025-08-03,Primary Care,PA,Epic,Medium (11-50),Academic Medical Center,7453,0,
CLN_23518,2024-03-01,Endocrinology,PA,Cerner,Small (2-10),Hospital System,1304,0,
CLN_23519,2024-07-27,Orthopedics,TN,DrChrono,Solo,Academic Medical Center,185,0,
CLN_23520,2025-09-04,Psychiatry,WA,Athenahealth,Solo,Hospital System,271,0,
CLN_23521,2025-03-22,Primary Care,CA,Allscripts,Small (2-10),Hospital System,1752,0,
CLN_23522,2025-03-30,Neurology,GA,Athenahealth,Medium (11-50),Academic Medical Center,6457,1,2025-09-11
CLN_23523,2024-06-18,Pediatrics,MI,Other,Medium (11-50),FQHC,4761,0,
CLN_23524,2026-03-01,Internal Medicine,MA,Epic,Large (51-200),Telehealth-Native,43947,0,
CLN_23525,2024-11-03,Urology,NY,DrChrono,Solo,Multi-Specialty Group,228,0,
CLN_23526,2025-12-04,Cardiology,VA,Cerner,Solo,Urgent Care Chain,83,0,
CLN_23527,2025-09-24,Neurology,NC,Other,Solo,Academic Medical Center,127,0,
CLN_23528,2025-06-20,Internal Medicine,TX,eClinicalWorks,Medium (11-50),Hospital System,5876,1,2025-08-20
CLN_23529,2025-02-26,Neurology,OR,Epic,Solo,Telehealth-Native,364,0,
CLN_23530,2025-05-28,Dermatology,TX,Epic,Medium (11-50),Academic Medical Center,6439,0,
CLN_23531,2024-11-03,Dermatology,TX,Athenahealth,Medium (11-50),FQHC,4576,0,
CLN_23532,2025-09-25,Orthopedics,TX,Other,Medium (11-50),Private Practice,5409,0,
CLN_23533,2026-02-02,Internal Medicine,OK,Epic,Enterprise (200+),Academic Medical Center,77849,0,
CLN_23534,2025-02-23,Endocrinology,IL,Practice Fusion,Solo,Academic Medical Center,151,0,
CLN_23535,2024-12-12,Internal Medicine,MN,Epic,Solo,Telehealth-Native,387,0,
CLN_23536,2023-12-21,Gynecology,SC,eClinicalWorks,Solo,Telehealth-Native,217,0,
CLN_23537,2024-02-28,Neurology,MN,eClinicalWorks,Large (51-200),Telehealth-Native,27354,0,
CLN_23538,2025-03-27,Oncology,MI,Athenahealth,Medium (11-50),Telehealth-Native,11342,0,
CLN_23539,2025-04-01,Dermatology,MN,Epic,Solo,Urgent Care Chain,351,0,
CLN_23540,2024-08-20,Cardiology,WI,Epic,Large (51-200),Academic Medical Center,14454,1,2025-03-16
CLN_23541,2024-03-06,Orthopedics,FL,Athenahealth,Solo,Multi-Specialty Group,303,0,
CLN_23542,2024-12-10,Dermatology,PA,DrChrono,Small (2-10),Telehealth-Native,950,0,
CLN_23543,2025-08-11,Endocrinology,CA,eClinicalWorks,Solo,Telehealth-Native,65,0,
CLN_23544,2025-10-02,Cardiology,OH,Athenahealth,Small (2-10),Telehealth-Native,1056,0,
CLN_23545,2025-07-12,Dermatology,NY,Cerner,Small (2-10),Telehealth-Native,674,0,
CLN_23546,2024-02-14,Psychiatry,NY,Athenahealth,Solo,Hospital System,175,0,
CLN_23547,2024-07-20,Oncology,PA,Other,Medium (11-50),Multi-Specialty Group,2912,0,
CLN_23548,2025-09-29,Orthopedics,MN,Allscripts,Solo,Urgent Care Chain,583,0,
CLN_23549,2023-12-23,Cardiology,IL,Epic,Solo,Telehealth-Native,146,0,
CLN_23550,2026-02-01,Internal Medicine,AL,Athenahealth,Solo,Urgent Care Chain,247,0,
CLN_23551,2025-05-24,Primary Care,MO,None,Solo,Telehealth-Native,275,0,
CLN_23552,2026-03-08,Endocrinology,NJ,Athenahealth,Medium (11-50),Academic Medical Center,2627,0,
CLN_23553,2025-11-04,Primary Care,CT,Cerner,Solo,FQHC,87,0,
CLN_23554,2026-05-02,Oncology,OH,eClinicalWorks,Large (51-200),FQHC,6971,0,
CLN_23555,2024-12-22,Cardiology,IL,None,Solo,Multi-Specialty Group,302,0,
CLN_23556,2025-09-14,Primary Care,UT,Epic,Solo,Hospital System,273,0,
CLN_23557,2023-12-30,Endocrinology,FL,eClinicalWorks,Small (2-10),Urgent Care Chain,1449,0,
CLN_23558,2024-12-25,Psychiatry,KY,Allscripts,Large (51-200),Multi-Specialty Group,77243,0,
CLN_23559,2025-04-17,Primary Care,WA,Practice Fusion,Solo,Urgent Care Chain,263,0,
CLN_23560,2024-06-05,Neurology,CO,Other,Large (51-200),FQHC,48234,0,
CLN_23561,2025-11-21,Neurology,CT,Athenahealth,Large (51-200),Private Practice,21244,0,
CLN_23562,2024-06-26,Cardiology,TX,Epic,Small (2-10),Multi-Specialty Group,1083,0,
CLN_23563,2025-09-18,Endocrinology,IN,Practice Fusion,Medium (11-50),Hospital System,3454,0,
CLN_23564,2025-09-23,Oncology,MI,Cerner,Small (2-10),Urgent Care Chain,1136,0,
CLN_23565,2024-07-24,Gynecology,WA,None,Small (2-10),Telehealth-Native,1255,0,
CLN_23566,2024-11-28,Primary Care,SC,Epic,Small (2-10),FQHC,1461,0,
CLN_23567,2024-04-29,Internal Medicine,SC,Practice Fusion,Medium (11-50),Private Practice,5055,0,
CLN_23568,2025-01-26,Pediatrics,KY,Athenahealth,Small (2-10),Telehealth-Native,1800,0,
CLN_23569,2026-02-01,Endocrinology,SC,None,Medium (11-50),Academic Medical Center,19245,0,
CLN_23570,2026-02-25,Psychiatry,CA,Athenahealth,Medium (11-50),Private Practice,7660,0,
CLN_23571,2024-03-21,Oncology,IL,Epic,Small (2-10),Academic Medical Center,2042,0,
CLN_23572,2024-10-23,Primary Care,IN,eClinicalWorks,Small (2-10),Urgent Care Chain,1605,0,
CLN_23573,2025-05-07,Primary Care,AL,Cerner,Large (51-200),Hospital System,32606,1,2026-01-22
CLN_23574,2026-04-15,Neurology,NY,eClinicalWorks,Small (2-10),Urgent Care Chain,584,1,2026-08-12
CLN_23575,2025-07-01,Dermatology,KY,Epic,Solo,Urgent Care Chain,457,0,
CLN_23576,2025-10-27,Psychiatry,MN,None,Medium (11-50),FQHC,9703,0,
CLN_23577,2024-08-27,Primary Care,WI,None,Small (2-10),Urgent Care Chain,1776,0,
CLN_23578,2025-03-10,Primary Care,CA,DrChrono,Medium (11-50),Multi-Specialty Group,5347,0,
CLN_23579,2025-01-22,Pediatrics,NJ,Cerner,Medium (11-50),Urgent Care Chain,3239,0,
CLN_23580,2024-12-01,Neurology,IL,None,Small (2-10),FQHC,1706,0,
CLN_23581,2025-03-16,Primary Care,VA,Practice Fusion,Small (2-10),Academic Medical Center,477,0,
CLN_23582,2025-04-24,Internal Medicine,NY,Cerner,Enterprise (200+),FQHC,192288,1,2026-03-13
CLN_23583,2024-02-07,Cardiology,KY,None,Small (2-10),Multi-Specialty Group,1391,0,
CLN_23584,2025-06-10,Orthopedics,VA,Practice Fusion,Solo,Academic Medical Center,126,0,
CLN_23585,2024-04-09,Primary Care,AL,Other,Large (51-200),Private Practice,59484,0,
CLN_23586,2024-01-20,Primary Care,MN,Other,Medium (11-50),Urgent Care Chain,7563,0,
CLN_23587,2026-02-17,Orthopedics,AZ,Athenahealth,Medium (11-50),Multi-Specialty Group,9050,0,
CLN_23588,2026-04-18,Internal Medicine,OK,Athenahealth,Small (2-10),Hospital System,1216,0,
CLN_23589,2024-09-19,Cardiology,AZ,None,Small (2-10),Academic Medical Center,1749,0,
CLN_23590,2024-08-01,Primary Care,OR,Cerner,Solo,Telehealth-Native,334,0,
CLN_23591,2026-04-14,Primary Care,WI,Athenahealth,Small (2-10),Telehealth-Native,1632,0,
CLN_23592,2024-06-29,Cardiology,TX,Other,Small (2-10),Telehealth-Native,1343,0,
CLN_23593,2026-04-17,Pediatrics,TX,Practice Fusion,Medium (11-50),Hospital System,3446,0,
CLN_23594,2024-12-04,Orthopedics,OK,Other,Large (51-200),Urgent Care Chain,25311,0,
CLN_23595,2024-09-25,Neurology,IL,Cerner,Medium (11-50),Hospital System,3861,1,2025-02-27
CLN_23596,2024-04-08,Internal Medicine,TN,Other,Solo,Academic Medical Center,137,0,
CLN_23597,2024-04-16,Internal Medicine,MA,Epic,Medium (11-50),Hospital System,3655,0,
CLN_23598,2025-10-07,Oncology,NC,Cerner,Small (2-10),Academic Medical Center,497,0,
CLN_23599,2024-12-25,Internal Medicine,WA,Epic,Solo,Academic Medical Center,689,0,
CLN_23600,2025-08-27,Gynecology,CT,DrChrono,Solo,Multi-Specialty Group,506,0,
CLN_23601,2024-09-04,Psychiatry,CA,Epic,Small (2-10),Academic Medical Center,1649,0,
CLN_23602,2023-12-29,Psychiatry,CT,Athenahealth,Solo,Private Practice,148,0,
CLN_23603,2026-04-24,Pediatrics,MD,Cerner,Small (2-10),Telehealth-Native,1757,0,
CLN_23604,2024-06-13,Orthopedics,MN,Epic,Medium (11-50),FQHC,6298,0,
CLN_23605,2025-11-15,Cardiology,GA,Other,Small (2-10),Urgent Care Chain,868,0,
CLN_23606,2024-07-17,Internal Medicine,MD,Cerner,Large (51-200),Private Practice,29510,1,2025-07-30
CLN_23607,2025-05-29,Oncology,MI,Practice Fusion,Small (2-10),Urgent Care Chain,4016,0,
CLN_23608,2024-11-13,Primary Care,VA,Other,Small (2-10),Academic Medical Center,2014,0,
CLN_23609,2025-05-10,Pediatrics,NJ,Epic,Small (2-10),Academic Medical Center,931,0,
CLN_23610,2025-09-15,Dermatology,OR,eClinicalWorks,Medium (11-50),Hospital System,10196,0,
CLN_23611,2024-09-03,Primary Care,UT,Epic,Small (2-10),Private Practice,877,0,
CLN_23612,2024-03-07,Psychiatry,SC,Epic,Small (2-10),FQHC,578,0,
CLN_23613,2026-04-27,Psychiatry,CT,None,Small (2-10),Hospital System,788,0,
CLN_23614,2024-04-22,Internal Medicine,LA,Epic,Solo,Hospital System,122,0,
CLN_23615,2025-08-08,Pediatrics,SC,DrChrono,Large (51-200),Hospital System,44988,0,
CLN_23616,2023-12-24,Cardiology,VA,Cerner,Medium (11-50),Urgent Care Chain,4908,0,
CLN_23617,2024-07-02,Neurology,UT,Epic,Solo,Telehealth-Native,248,0,
CLN_23618,2024-09-04,Internal Medicine,OR,None,Large (51-200),Academic Medical Center,29153,0,
CLN_23619,2025-10-11,Neurology,MA,Athenahealth,Small (2-10),FQHC,1113,0,
CLN_23620,2025-10-15,Psychiatry,LA,eClinicalWorks,Solo,Telehealth-Native,159,0,
CLN_23621,2024-11-15,Primary Care,IN,Cerner,Large (51-200),Hospital System,17725,0,
CLN_23622,2025-11-21,Internal Medicine,FL,Cerner,Small (2-10),Telehealth-Native,3025,0,
CLN_23623,2025-03-28,Primary Care,PA,Athenahealth,Medium (11-50),Academic Medical Center,9170,0,
CLN_23624,2024-02-05,Urology,NY,Athenahealth,Medium (11-50),Private Practice,3499,0,
CLN_23625,2024-04-30,Pediatrics,GA,eClinicalWorks,Small (2-10),Private Practice,1168,1,2024-08-26
CLN_23626,2024-03-05,Primary Care,TN,Epic,Large (51-200),FQHC,24684,0,
CLN_23627,2025-05-06,Neurology,CT,DrChrono,Medium (11-50),Urgent Care Chain,6746,0,
CLN_23628,2025-03-14,Dermatology,WA,Epic,Medium (11-50),Private Practice,9364,0,
CLN_23629,2024-04-06,Primary Care,TN,Epic,Small (2-10),Academic Medical Center,2107,0,
CLN_23630,2026-01-14,Pediatrics,PA,None,Small (2-10),Academic Medical Center,1029,0,
CLN_23631,2024-04-07,Psychiatry,MI,Epic,Medium (11-50),Urgent Care Chain,4111,0,
CLN_23632,2024-12-06,Pediatrics,NC,Cerner,Medium (11-50),Private Practice,2573,1,2025-02-17
CLN_23633,2025-02-28,Psychiatry,IN,Epic,Large (51-200),Multi-Specialty Group,46712,1,2025-06-02
CLN_23634,2025-03-26,Internal Medicine,SC,Epic,Medium (11-50),Urgent Care Chain,12009,0,
CLN_23635,2024-02-17,Internal Medicine,CT,DrChrono,Solo,Urgent Care Chain,214,0,
CLN_23636,2024-07-12,Urology,MN,Other,Large (51-200),FQHC,23180,0,
CLN_23637,2024-02-19,Pediatrics,SC,Allscripts,Solo,FQHC,187,0,
CLN_23638,2026-03-12,Primary Care,AL,Cerner,Large (51-200),Telehealth-Native,26266,0,
CLN_23639,2026-02-15,Primary Care,OK,Athenahealth,Solo,Urgent Care Chain,101,0,
CLN_23640,2025-11-10,Endocrinology,AZ,None,Solo,FQHC,207,0,
CLN_23641,2025-01-25,Neurology,LA,eClinicalWorks,Small (2-10),Hospital System,1567,0,
CLN_23642,2024-10-19,Orthopedics,CT,Other,Medium (11-50),Telehealth-Native,5244,0,
CLN_23643,2024-04-10,Neurology,KY,Athenahealth,Solo,Multi-Specialty Group,232,0,
CLN_23644,2024-01-31,Primary Care,NJ,Allscripts,Medium (11-50),Hospital System,5770,0,
CLN_23645,2025-11-30,Cardiology,LA,Athenahealth,Medium (11-50),Urgent Care Chain,3262,0,
CLN_23646,2024-01-21,Primary Care,MA,Epic,Large (51-200),Private Practice,74490,0,
CLN_23647,2025-12-29,Psychiatry,LA,None,Solo,Hospital System,166,0,
CLN_23648,2025-05-16,Orthopedics,NJ,eClinicalWorks,Solo,Hospital System,156,0,
CLN_23649,2025-02-17,Endocrinology,IL,Allscripts,Small (2-10),Multi-Specialty Group,1444,0,
CLN_23650,2024-02-04,Psychiatry,CO,Epic,Medium (11-50),Hospital System,9310,1,2024-06-10
CLN_23651,2026-04-29,Oncology,NC,Epic,Small (2-10),Telehealth-Native,1360,0,
CLN_23652,2024-04-28,Pediatrics,CT,None,Small (2-10),Private Practice,829,0,
CLN_23653,2026-02-02,Cardiology,OR,Athenahealth,Large (51-200),Private Practice,27401,1,2026-12-11
CLN_23654,2024-06-20,Psychiatry,AL,Cerner,Large (51-200),Hospital System,36758,1,2024-11-17
CLN_23655,2026-02-11,Primary Care,MD,Practice Fusion,Small (2-10),FQHC,1619,1,2026-08-17
CLN_23656,2024-05-11,Internal Medicine,CA,DrChrono,Small (2-10),Hospital System,2105,0,
CLN_23657,2024-02-19,Cardiology,OK,eClinicalWorks,Small (2-10),Urgent Care Chain,2307,0,
CLN_23658,2025-11-18,Neurology,IN,Epic,Medium (11-50),FQHC,9379,0,
CLN_23659,2026-01-22,Orthopedics,MN,None,Solo,Multi-Specialty Group,376,0,
CLN_23660,2024-12-21,Internal Medicine,WA,eClinicalWorks,Medium (11-50),Academic Medical Center,3163,1,2025-09-04
CLN_23661,2026-02-14,Neurology,MN,Epic,Medium (11-50),FQHC,5258,0,
CLN_23662,2025-05-14,Primary Care,MO,Athenahealth,Solo,Hospital System,105,0,
CLN_23663,2024-02-08,Psychiatry,WA,Other,Enterprise (200+),Academic Medical Center,78465,0,
CLN_23664,2024-05-29,Internal Medicine,MD,Epic,Solo,Telehealth-Native,298,0,
CLN_23665,2024-11-19,Internal Medicine,GA,Athenahealth,Medium (11-50),FQHC,2313,1,2025-04-03
CLN_23666,2025-05-29,Internal Medicine,MN,Other,Small (2-10),Multi-Specialty Group,1222,0,
CLN_23667,2024-12-05,Cardiology,MN,Epic,Medium (11-50),Multi-Specialty Group,3166,0,
CLN_23668,2025-10-24,Orthopedics,OR,eClinicalWorks,Medium (11-50),Hospital System,5509,0,
CLN_23669,2025-07-17,Internal Medicine,WI,None,Medium (11-50),Urgent Care Chain,6720,0,
CLN_23670,2025-08-19,Psychiatry,NY,eClinicalWorks,Medium (11-50),Telehealth-Native,8039,0,
CLN_23671,2024-04-12,Primary Care,VA,Epic,Solo,Multi-Specialty Group,465,1,2024-06-20
CLN_23672,2025-04-02,Internal Medicine,MI,Practice Fusion,Small (2-10),Private Practice,2075,0,
CLN_23673,2025-07-16,Primary Care,FL,Epic,Small (2-10),Academic Medical Center,1489,0,
CLN_23674,2025-02-25,Primary Care,OK,Allscripts,Medium (11-50),Multi-Specialty Group,8055,0,
CLN_23675,2025-10-20,Primary Care,CA,Allscripts,Solo,Telehealth-Native,240,0,
CLN_23676,2024-11-05,Endocrinology,MA,None,Medium (11-50),Academic Medical Center,3437,0,
CLN_23677,2025-06-13,Oncology,MD,Athenahealth,Enterprise (200+),Multi-Specialty Group,63949,1,2026-04-10
CLN_23678,2024-05-20,Primary Care,KY,DrChrono,Small (2-10),Private Practice,1463,0,
CLN_23679,2024-09-12,Dermatology,CO,Cerner,Large (51-200),Academic Medical Center,11379,0,
CLN_23680,2024-01-26,Primary Care,FL,Epic,Small (2-10),Hospital System,2023,0,
CLN_23681,2025-08-09,Primary Care,IL,Epic,Small (2-10),Telehealth-Native,2057,0,
CLN_23682,2024-10-05,Gynecology,CA,Epic,Small (2-10),Academic Medical Center,760,0,
CLN_23683,2025-01-23,Internal Medicine,WA,Epic,Enterprise (200+),Private Practice,175546,0,
CLN_23684,2024-04-07,Pediatrics,MD,DrChrono,Large (51-200),Academic Medical Center,18817,0,
CLN_23685,2026-02-11,Primary Care,TN,Epic,Enterprise (200+),Academic Medical Center,42321,0,
CLN_23686,2024-02-07,Pediatrics,VA,Allscripts,Solo,Telehealth-Native,114,0,
CLN_23687,2026-02-18,Urology,TX,None,Enterprise (200+),Urgent Care Chain,91165,0,
CLN_23688,2025-06-15,Psychiatry,MN,Allscripts,Solo,Telehealth-Native,190,0,
CLN_23689,2024-02-23,Neurology,MA,eClinicalWorks,Small (2-10),Hospital System,1751,0,
CLN_23690,2024-12-06,Psychiatry,CO,Epic,Medium (11-50),Urgent Care Chain,5660,0,
CLN_23691,2024-02-10,Cardiology,AZ,Other,Large (51-200),Academic Medical Center,52458,0,
CLN_23692,2025-11-10,Internal Medicine,NY,Practice Fusion,Large (51-200),Academic Medical Center,14592,0,
CLN_23693,2025-05-28,Oncology,NJ,None,Solo,Academic Medical Center,179,0,
CLN_23694,2025-06-22,Primary Care,OR,Cerner,Enterprise (200+),Private Practice,59041,1,2026-01-23
CLN_23695,2024-11-09,Neurology,VA,Athenahealth,Large (51-200),Urgent Care Chain,18257,1,2025-09-12
CLN_23696,2026-03-22,Oncology,UT,DrChrono,Medium (11-50),FQHC,8076,0,
CLN_23697,2025-09-13,Psychiatry,PA,Epic,Small (2-10),Telehealth-Native,663,0,
CLN_23698,2025-05-17,Gynecology,CO,DrChrono,Solo,Urgent Care Chain,342,0,
CLN_23699,2024-01-22,Orthopedics,MA,Cerner,Small (2-10),FQHC,543,0,
CLN_23700,2026-02-04,Neurology,MI,Epic,Medium (11-50),Telehealth-Native,11576,0,
CLN_23701,2025-02-20,Cardiology,WA,Epic,Small (2-10),Telehealth-Native,4574,0,
CLN_23702,2025-07-18,Primary Care,UT,Epic,Small (2-10),Private Practice,3096,0,
CLN_23703,2024-06-27,Endocrinology,MD,Athenahealth,Solo,Private Practice,190,0,
CLN_23704,2024-12-16,Cardiology,SC,Epic,Medium (11-50),FQHC,5040,0,
CLN_23705,2025-10-27,Pediatrics,KY,Practice Fusion,Solo,Urgent Care Chain,157,0,
CLN_23706,2026-03-26,Neurology,AZ,None,Enterprise (200+),Hospital System,34731,0,
CLN_23707,2025-09-28,Pediatrics,AL,Cerner,Medium (11-50),Multi-Specialty Group,7186,0,
CLN_23708,2025-05-05,Endocrinology,MD,None,Solo,Multi-Specialty Group,138,0,
CLN_23709,2026-03-16,Primary Care,CO,eClinicalWorks,Small (2-10),Telehealth-Native,1502,0,
CLN_23710,2025-06-12,Primary Care,UT,Other,Solo,Academic Medical Center,721,0,
CLN_23711,2025-05-14,Neurology,MN,None,Enterprise (200+),Multi-Specialty Group,224521,0,
CLN_23712,2024-08-16,Pediatrics,MO,None,Large (51-200),Telehealth-Native,33643,0,
CLN_23713,2024-02-26,Cardiology,FL,None,Solo,Telehealth-Native,177,0,
CLN_23714,2025-12-19,Urology,MN,Epic,Large (51-200),Academic Medical Center,11882,0,
CLN_23715,2025-05-11,Endocrinology,OK,eClinicalWorks,Solo,Telehealth-Native,431,0,
CLN_23716,2024-01-17,Psychiatry,CA,DrChrono,Medium (11-50),Urgent Care Chain,4071,0,
CLN_23717,2024-08-16,Dermatology,MI,Epic,Small (2-10),Urgent Care Chain,1659,0,
CLN_23718,2024-09-05,Neurology,MD,Athenahealth,Medium (11-50),FQHC,9707,0,
CLN_23719,2026-04-10,Psychiatry,UT,DrChrono,Small (2-10),Academic Medical Center,435,0,
CLN_23720,2026-04-27,Dermatology,NJ,Athenahealth,Solo,Telehealth-Native,88,0,
CLN_23721,2025-11-27,Primary Care,CA,Practice Fusion,Solo,Urgent Care Chain,389,0,
CLN_23722,2024-03-25,Cardiology,OH,Epic,Solo,Hospital System,380,0,
CLN_23723,2024-10-18,Orthopedics,FL,None,Small (2-10),Hospital System,1476,0,
CLN_23724,2024-12-09,Primary Care,KY,Other,Enterprise (200+),Multi-Specialty Group,69540,1,2025-11-15
CLN_23725,2024-02-13,Endocrinology,KY,eClinicalWorks,Solo,Telehealth-Native,609,0,
CLN_23726,2026-01-02,Urology,SC,Athenahealth,Small (2-10),Academic Medical Center,1444,0,
CLN_23727,2025-06-16,Primary Care,IL,Cerner,Large (51-200),Telehealth-Native,15998,0,
CLN_23728,2025-08-04,Cardiology,CO,DrChrono,Small (2-10),Urgent Care Chain,993,0,
CLN_23729,2025-08-06,Pediatrics,MN,None,Enterprise (200+),Multi-Specialty Group,207969,0,
CLN_23730,2024-03-04,Psychiatry,TX,Athenahealth,Solo,Academic Medical Center,290,0,
CLN_23731,2026-04-26,Endocrinology,NY,Practice Fusion,Solo,Urgent Care Chain,217,0,
CLN_23732,2024-04-28,Psychiatry,KY,Allscripts,Large (51-200),Telehealth-Native,16562,0,
CLN_23733,2026-01-31,Internal Medicine,CA,Other,Solo,Urgent Care Chain,431,1,2026-09-25
CLN_23734,2024-07-07,Dermatology,MA,Epic,Large (51-200),Multi-Specialty Group,13980,0,
CLN_23735,2024-04-19,Gynecology,TX,Athenahealth,Small (2-10),Private Practice,1669,0,
CLN_23736,2025-05-01,Oncology,OH,Allscripts,Medium (11-50),FQHC,5720,0,
CLN_23737,2024-10-04,Oncology,KY,Allscripts,Medium (11-50),Academic Medical Center,6758,1,2025-08-24
CLN_23738,2024-02-20,Psychiatry,IL,Epic,Small (2-10),Hospital System,1357,0,
CLN_23739,2025-01-03,Primary Care,WA,Epic,Small (2-10),Multi-Specialty Group,2201,0,
CLN_23740,2024-07-25,Pediatrics,OK,Athenahealth,Medium (11-50),Private Practice,16486,0,
CLN_23741,2024-04-17,Urology,WA,Epic,Medium (11-50),Urgent Care Chain,8360,0,
CLN_23742,2025-12-13,Orthopedics,MD,Other,Solo,Urgent Care Chain,92,0,
CLN_23743,2025-07-05,Primary Care,WA,Cerner,Small (2-10),Multi-Specialty Group,1364,0,
