clinician_id,snapshot_date,logins_per_week,days_since_last_login,team_members_invited,api_calls_per_week,features_used_count,support_tickets_l90d,video_consults_per_week,async_messages_per_week,days_on_platform
CLN_20300,2026-06-03,8,11,1,0,2,0,0,23,707
CLN_20301,2026-06-03,4,1,3,0,2,0,2,23,780
CLN_20302,2026-06-03,4,3,1,0,1,1,2,3,577
CLN_20303,2026-06-03,1,131,1,0,1,1,1,22,802
CLN_20304,2026-06-03,2,62,2,0,2,0,3,8,56
CLN_20305,2026-06-03,7,166,7,0,6,1,7,21,344
CLN_20306,2026-06-03,5,2,0,0,2,0,2,4,835
CLN_20307,2026-06-03,2,0,8,168,3,0,16,2,86
CLN_20308,2026-06-03,1,11,1,0,4,0,14,5,643
CLN_20309,2026-06-03,2,14,2,0,1,0,2,29,808
CLN_20310,2026-06-03,7,5,3,0,1,1,5,10,643
CLN_20311,2026-06-03,1,35,2,0,2,0,3,23,378
CLN_20312,2026-06-03,1,8,0,0,2,2,2,1,775
CLN_20313,2026-06-03,3,150,5,0,1,0,3,8,762
CLN_20314,2026-06-03,4,11,3,0,6,1,6,14,123
CLN_20315,2026-06-03,5,5,0,0,1,1,2,65,104
CLN_20316,2026-06-03,1,8,1,0,4,1,0,6,708
CLN_20317,2026-06-03,1,12,0,0,2,1,1,7,538
CLN_20318,2026-06-03,8,7,0,0,2,0,2,3,510
CLN_20319,2026-06-03,2,3,7,0,8,1,19,2,328
CLN_20320,2026-06-03,17,12,7,0,2,1,16,45,763
CLN_20321,2026-06-03,1,7,0,0,2,0,1,1,306
CLN_20322,2026-06-03,6,9,0,0,4,0,2,24,232
CLN_20323,2026-06-03,3,0,0,0,2,1,1,11,150
CLN_20324,2026-06-03,1,9,2,0,2,1,13,3,467
CLN_20325,2026-06-03,3,1,4,0,3,1,8,11,569
CLN_20326,2026-06-03,4,9,2,0,1,0,4,9,295
CLN_20327,2026-06-03,3,6,0,0,1,1,3,13,881
CLN_20328,2026-06-03,5,8,1,0,1,0,11,104,769
CLN_20329,2026-06-03,17,29,1,0,2,0,1,12,143
CLN_20330,2026-06-03,2,115,0,0,4,0,3,11,568
CLN_20331,2026-06-03,1,13,4,0,1,0,6,15,512
CLN_20332,2026-06-03,2,6,1,0,4,0,3,13,777
CLN_20333,2026-06-03,1,113,0,0,1,0,3,3,57
CLN_20334,2026-06-03,7,1,3,0,2,0,5,8,132
CLN_20335,2026-06-03,5,5,1,0,4,1,2,4,585
CLN_20336,2026-06-03,4,11,2,0,7,0,3,5,794
CLN_20337,2026-06-03,3,9,1,0,3,2,6,3,361
CLN_20338,2026-06-03,9,13,1,0,1,0,5,19,207
CLN_20339,2026-06-03,19,7,1,0,3,3,6,35,268
CLN_20340,2026-06-03,3,180,0,0,3,0,1,1,567
CLN_20341,2026-06-03,0,0,0,0,1,0,7,3,752
CLN_20342,2026-06-03,4,11,6,0,2,1,3,13,339
CLN_20343,2026-06-03,11,12,0,0,6,0,35,43,388
CLN_20344,2026-06-03,2,6,1,0,1,0,1,8,447
CLN_20345,2026-06-03,7,2,8,0,2,1,2,8,289
CLN_20346,2026-06-03,3,13,0,0,1,0,0,1,127
CLN_20347,2026-06-03,1,5,0,0,2,1,1,37,812
CLN_20348,2026-06-03,2,4,4,0,3,0,6,12,216
CLN_20349,2026-06-03,1,2,1,0,1,0,2,3,352
CLN_20350,2026-06-03,5,11,0,0,2,0,1,6,417
CLN_20351,2026-06-03,1,7,1,0,1,0,0,4,435
CLN_20352,2026-06-03,4,7,1,0,1,0,1,4,197
CLN_20353,2026-06-03,4,40,1,0,3,0,3,22,581
CLN_20354,2026-06-03,11,0,6,0,1,1,2,43,326
CLN_20355,2026-06-03,2,130,0,179,1,0,4,10,375
CLN_20356,2026-06-03,1,8,1,0,1,1,0,6,834
CLN_20357,2026-06-03,6,0,6,0,3,3,1,6,619
CLN_20358,2026-06-03,23,2,6,0,1,1,2,60,360
CLN_20359,2026-06-03,7,3,0,0,1,0,1,55,477
CLN_20360,2026-06-03,2,28,1,0,4,0,1,8,436
CLN_20361,2026-06-03,2,9,1,0,3,1,3,27,726
CLN_20362,2026-06-03,1,36,0,217,1,1,10,27,82
CLN_20363,2026-06-03,27,34,1,0,2,0,1,10,356
CLN_20364,2026-06-03,5,7,5,0,1,0,7,38,879
CLN_20365,2026-06-03,2,12,3,0,4,0,1,19,768
CLN_20366,2026-06-03,3,5,4,0,1,0,2,2,556
CLN_20367,2026-06-03,1,11,0,0,3,0,9,2,216
CLN_20368,2026-06-03,7,9,0,0,2,0,5,8,182
CLN_20369,2026-06-03,1,2,1,0,3,0,2,4,87
CLN_20370,2026-06-03,17,2,5,0,7,0,36,14,441
CLN_20371,2026-06-03,7,1,2,0,1,0,18,9,51
CLN_20372,2026-06-03,10,10,2,0,5,1,23,6,808
CLN_20373,2026-06-03,14,62,4,0,3,0,8,2,78
CLN_20374,2026-06-03,3,10,1,0,2,0,3,3,270
CLN_20375,2026-06-03,2,143,1,0,1,0,0,6,617
CLN_20376,2026-06-03,3,53,2,0,4,0,5,5,723
CLN_20377,2026-06-03,3,9,6,0,4,0,2,28,674
CLN_20378,2026-06-03,1,14,0,0,3,1,1,2,588
CLN_20379,2026-06-03,10,7,2,0,2,0,1,4,765
CLN_20380,2026-06-03,5,11,1,0,3,0,2,14,672
CLN_20381,2026-06-03,1,10,4,0,1,0,1,18,423
CLN_20382,2026-06-03,0,145,1,0,1,1,1,5,569
CLN_20383,2026-06-03,1,99,1,0,5,0,7,12,824
CLN_20384,2026-06-03,7,5,6,0,5,1,2,16,447
CLN_20385,2026-06-03,1,10,3,0,1,1,1,2,337
CLN_20386,2026-06-03,2,11,7,205,2,0,16,3,241
CLN_20387,2026-06-03,3,14,0,0,1,1,15,13,121
CLN_20388,2026-06-03,1,10,0,0,1,0,1,5,174
CLN_20389,2026-06-03,3,176,0,0,1,0,2,1,603
CLN_20390,2026-06-03,2,2,0,0,1,0,2,2,551
CLN_20391,2026-06-03,3,4,5,0,2,0,1,13,472
CLN_20392,2026-06-03,1,155,5,0,2,0,1,6,55
CLN_20393,2026-06-03,1,6,1,0,3,1,10,7,765
CLN_20394,2026-06-03,5,28,2,0,1,1,3,21,534
CLN_20395,2026-06-03,1,4,0,0,2,0,4,6,599
CLN_20396,2026-06-03,8,145,5,0,3,0,5,10,442
CLN_20397,2026-06-03,14,4,1,0,3,0,5,33,359
CLN_20398,2026-06-03,5,1,2,0,4,0,1,12,812
CLN_20399,2026-06-03,13,1,3,0,5,0,2,22,491
CLN_20400,2026-06-03,4,0,0,0,1,0,4,1,435
CLN_20401,2026-06-03,3,0,3,0,3,1,3,44,53
CLN_20402,2026-06-03,6,58,0,0,3,0,11,8,153
CLN_20403,2026-06-03,16,12,6,0,3,1,0,2,619
CLN_20404,2026-06-03,3,6,3,0,2,0,0,6,582
CLN_20405,2026-06-03,1,4,1,0,4,1,8,2,386
CLN_20406,2026-06-03,1,14,3,179,2,1,2,2,838
CLN_20407,2026-06-03,2,4,10,0,2,0,2,8,781
CLN_20408,2026-06-03,1,0,0,0,2,0,3,17,453
CLN_20409,2026-06-03,15,7,1,0,3,0,2,8,608
CLN_20410,2026-06-03,3,0,0,0,1,0,18,40,322
CLN_20411,2026-06-03,14,13,7,177,6,0,3,8,51
CLN_20412,2026-06-03,2,9,0,0,1,0,2,20,725
CLN_20413,2026-06-03,1,4,1,0,5,0,19,3,495
CLN_20414,2026-06-03,1,58,1,0,2,0,8,4,773
CLN_20415,2026-06-03,1,7,1,0,1,0,1,11,692
CLN_20416,2026-06-03,3,1,0,0,2,0,6,2,549
CLN_20417,2026-06-03,4,53,9,0,2,0,1,11,702
CLN_20418,2026-06-03,6,5,0,0,3,1,4,21,242
CLN_20419,2026-06-03,1,3,0,168,1,0,1,18,148
CLN_20420,2026-06-03,2,5,2,0,3,0,0,19,208
CLN_20421,2026-06-03,1,1,0,0,3,0,2,3,77
CLN_20422,2026-06-03,4,13,2,0,1,1,1,11,90
CLN_20423,2026-06-03,4,49,1,0,4,0,17,5,233
CLN_20424,2026-06-03,1,6,3,0,2,0,2,3,32
CLN_20425,2026-06-03,8,0,5,0,3,1,2,25,146
CLN_20426,2026-06-03,14,81,2,0,2,0,20,10,211
CLN_20427,2026-06-03,6,5,5,0,2,0,8,10,144
CLN_20428,2026-06-03,2,4,1,0,4,0,1,6,405
CLN_20429,2026-06-03,3,5,0,0,1,2,0,6,615
CLN_20430,2026-06-03,2,45,0,0,1,0,1,4,101
CLN_20431,2026-06-03,1,0,0,0,2,1,1,3,663
CLN_20432,2026-06-03,6,79,1,0,3,0,3,22,194
CLN_20433,2026-06-03,1,5,0,0,3,1,3,13,831
CLN_20434,2026-06-03,1,179,1,0,1,0,34,15,664
CLN_20435,2026-06-03,3,12,1,0,1,1,9,8,98
CLN_20436,2026-06-03,2,24,0,0,1,0,1,13,355
CLN_20437,2026-06-03,3,11,8,0,2,0,8,245,460
CLN_20438,2026-06-03,2,125,2,162,5,1,27,75,226
CLN_20439,2026-06-03,2,13,0,0,2,0,2,3,863
CLN_20440,2026-06-03,1,69,0,0,2,0,3,13,897
CLN_20441,2026-06-03,5,10,4,0,2,1,7,52,81
CLN_20442,2026-06-03,13,3,1,0,3,0,34,1,387
CLN_20443,2026-06-03,3,111,0,0,1,2,0,3,69
CLN_20444,2026-06-03,1,150,0,0,1,0,1,17,197
CLN_20445,2026-06-03,1,11,2,0,2,1,11,12,441
CLN_20446,2026-06-03,6,14,0,0,3,0,0,16,348
CLN_20447,2026-06-03,1,149,6,0,2,0,9,11,39
CLN_20448,2026-06-03,1,4,1,0,3,0,3,15,535
CLN_20449,2026-06-03,3,12,0,0,3,0,1,17,584
CLN_20450,2026-06-03,4,166,1,0,2,0,2,4,767
CLN_20451,2026-06-03,3,9,1,0,4,0,3,15,295
CLN_20452,2026-06-03,4,2,0,0,5,0,1,14,292
CLN_20453,2026-06-03,2,7,0,0,2,2,1,8,390
CLN_20454,2026-06-03,2,6,2,0,3,0,5,10,560
CLN_20455,2026-06-03,3,144,0,0,1,0,3,5,200
CLN_20456,2026-06-03,22,2,0,150,10,3,14,5,55
CLN_20457,2026-06-03,1,35,0,0,2,0,1,17,696
CLN_20458,2026-06-03,1,9,0,0,2,0,3,31,484
CLN_20459,2026-06-03,1,4,0,0,1,0,3,4,839
CLN_20460,2026-06-03,1,139,0,0,1,2,1,3,822
CLN_20461,2026-06-03,4,13,4,0,5,0,18,3,627
CLN_20462,2026-06-03,0,94,0,0,2,0,8,13,790
CLN_20463,2026-06-03,5,13,1,0,2,1,9,5,36
CLN_20464,2026-06-03,3,5,0,0,1,0,0,21,209
CLN_20465,2026-06-03,1,3,3,0,2,1,0,6,54
CLN_20466,2026-06-03,1,148,1,0,1,1,2,7,171
CLN_20467,2026-06-03,2,3,0,0,2,0,2,6,273
CLN_20468,2026-06-03,2,14,0,0,3,0,2,6,340
CLN_20469,2026-06-03,3,9,0,0,1,0,2,32,682
CLN_20470,2026-06-03,2,0,2,0,1,0,1,4,605
CLN_20471,2026-06-03,8,112,1,0,3,0,8,20,865
CLN_20472,2026-06-03,2,81,3,0,1,0,3,2,215
CLN_20473,2026-06-03,1,7,0,0,1,1,2,4,363
CLN_20474,2026-06-03,2,10,6,0,3,0,0,42,356
CLN_20475,2026-06-03,5,5,1,0,4,1,5,8,372
CLN_20476,2026-06-03,2,67,1,0,1,2,3,5,470
CLN_20477,2026-06-03,8,2,7,0,5,1,2,40,773
CLN_20478,2026-06-03,6,0,0,0,2,0,1,8,750
CLN_20479,2026-06-03,1,84,2,0,7,0,13,15,99
CLN_20480,2026-06-03,1,9,0,0,2,1,2,5,244
CLN_20481,2026-06-03,1,83,0,0,1,0,1,2,167
CLN_20482,2026-06-03,2,13,7,0,3,0,9,14,739
CLN_20483,2026-06-03,1,6,1,0,1,1,2,79,619
CLN_20484,2026-06-03,14,144,5,0,5,0,4,11,189
CLN_20485,2026-06-03,14,15,3,0,6,0,17,9,858
CLN_20486,2026-06-03,3,76,3,0,1,0,4,3,135
CLN_20487,2026-06-03,3,43,1,204,4,0,1,93,450
CLN_20488,2026-06-03,1,7,0,0,1,0,3,21,245
CLN_20489,2026-06-03,3,160,0,0,2,0,4,1,844
CLN_20490,2026-06-03,4,12,1,0,5,0,13,13,634
CLN_20491,2026-06-03,4,13,0,0,1,1,21,14,415
CLN_20492,2026-06-03,6,13,2,0,3,0,1,21,806
CLN_20493,2026-06-03,0,45,0,0,2,1,0,3,108
CLN_20494,2026-06-03,2,36,1,0,2,0,0,18,586
CLN_20495,2026-06-03,6,137,2,0,1,1,4,3,250
CLN_20496,2026-06-03,2,1,2,181,1,1,1,5,165
CLN_20497,2026-06-03,5,13,0,0,2,1,0,9,499
CLN_20498,2026-06-03,2,13,1,0,2,3,5,4,511
CLN_20499,2026-06-03,6,43,0,0,4,0,3,8,344
CLN_20500,2026-06-03,1,94,0,0,3,0,2,1,151
CLN_20501,2026-06-03,2,12,1,0,4,1,15,10,554
CLN_20502,2026-06-03,9,48,7,0,6,1,3,13,719
CLN_20503,2026-06-03,4,11,0,0,1,0,2,24,210
CLN_20504,2026-06-03,4,92,8,0,2,0,17,38,197
CLN_20505,2026-06-03,1,14,0,0,2,1,1,4,378
CLN_20506,2026-06-03,3,157,3,0,2,1,7,5,385
CLN_20507,2026-06-03,6,13,1,0,1,0,0,2,510
CLN_20508,2026-06-03,12,12,4,0,2,0,5,2,597
CLN_20509,2026-06-03,5,5,0,0,2,0,75,38,332
CLN_20510,2026-06-03,1,8,3,0,3,1,5,9,840
CLN_20511,2026-06-03,4,10,3,175,1,0,4,1,190
CLN_20512,2026-06-03,2,33,2,0,3,0,16,9,225
CLN_20513,2026-06-03,4,10,0,0,1,1,1,4,325
CLN_20514,2026-06-03,4,14,0,0,2,2,2,2,345
CLN_20515,2026-06-03,1,7,0,0,2,1,0,12,587
CLN_20516,2026-06-03,5,8,4,0,4,0,35,26,876
CLN_20517,2026-06-03,11,14,4,0,1,1,4,6,589
CLN_20518,2026-06-03,2,11,2,148,1,0,0,2,703
CLN_20519,2026-06-03,1,9,4,191,2,1,5,2,32
CLN_20520,2026-06-03,1,5,0,0,3,2,1,14,359
CLN_20521,2026-06-03,1,4,0,0,3,0,7,13,867
CLN_20522,2026-06-03,3,3,7,0,2,0,3,5,900
CLN_20523,2026-06-03,4,178,0,0,1,0,1,22,67
CLN_20524,2026-06-03,1,6,0,0,1,0,0,3,624
CLN_20525,2026-06-03,7,141,1,0,2,0,3,5,274
CLN_20526,2026-06-03,1,98,2,0,2,1,3,13,613
CLN_20527,2026-06-03,14,149,0,0,1,2,1,40,594
CLN_20528,2026-06-03,12,154,0,0,2,0,0,16,405
CLN_20529,2026-06-03,3,2,1,0,1,1,1,11,695
CLN_20530,2026-06-03,1,9,6,0,3,0,12,30,140
CLN_20531,2026-06-03,4,150,2,0,1,0,3,18,194
CLN_20532,2026-06-03,1,9,0,0,1,0,7,1,455
CLN_20533,2026-06-03,1,130,1,0,1,1,19,7,50
CLN_20534,2026-06-03,5,12,6,0,5,0,2,18,567
CLN_20535,2026-06-03,1,1,0,0,3,1,2,40,193
CLN_20536,2026-06-03,1,1,0,185,1,0,2,7,479
CLN_20537,2026-06-03,2,13,2,0,2,0,2,39,847
CLN_20538,2026-06-03,1,12,1,0,1,1,1,2,759
CLN_20539,2026-06-03,29,4,0,173,5,1,56,9,713
CLN_20540,2026-06-03,1,7,0,0,1,0,1,3,76
CLN_20541,2026-06-03,5,12,1,0,1,2,2,12,275
CLN_20542,2026-06-03,6,10,0,0,3,3,7,3,451
CLN_20543,2026-06-03,7,1,3,0,2,0,5,21,639
CLN_20544,2026-06-03,3,5,1,0,3,1,1,2,800
CLN_20545,2026-06-03,6,11,1,180,3,0,8,3,326
CLN_20546,2026-06-03,5,12,0,0,3,0,1,15,61
CLN_20547,2026-06-03,2,10,0,0,1,1,3,12,362
CLN_20548,2026-06-03,3,10,5,0,4,0,56,27,498
CLN_20549,2026-06-03,3,5,3,0,3,0,2,18,180
CLN_20550,2026-06-03,1,9,0,0,1,0,6,2,632
CLN_20551,2026-06-03,2,14,0,0,1,0,1,5,718
CLN_20552,2026-06-03,2,14,1,0,2,0,2,12,653
CLN_20553,2026-06-03,4,12,1,0,1,0,3,13,855
CLN_20554,2026-06-03,4,1,8,0,2,0,8,7,393
CLN_20555,2026-06-03,2,0,3,0,3,0,1,4,312
CLN_20556,2026-06-03,4,4,2,0,3,0,3,12,122
CLN_20557,2026-06-03,2,11,1,0,3,0,2,3,678
CLN_20558,2026-06-03,6,2,11,0,5,0,4,68,525
CLN_20559,2026-06-03,3,38,3,0,2,2,5,1,103
CLN_20560,2026-06-03,3,4,4,197,1,0,2,25,728
CLN_20561,2026-06-03,9,172,1,0,1,1,16,160,391
CLN_20562,2026-06-03,3,11,0,0,5,0,5,20,583
CLN_20563,2026-06-03,3,5,1,0,1,0,3,13,376
CLN_20564,2026-06-03,2,140,0,0,1,1,4,1,316
CLN_20565,2026-06-03,11,103,2,0,1,0,9,9,193
CLN_20566,2026-06-03,2,7,1,0,2,0,2,30,651
CLN_20567,2026-06-03,5,9,2,183,1,0,4,8,685
CLN_20568,2026-06-03,4,1,1,0,5,0,2,8,837
CLN_20569,2026-06-03,2,1,3,0,6,1,1,13,747
CLN_20570,2026-06-03,2,73,1,0,2,0,6,9,47
CLN_20571,2026-06-03,4,25,0,0,2,1,1,4,198
CLN_20572,2026-06-03,1,1,0,0,2,0,2,7,868
CLN_20573,2026-06-03,0,10,0,0,2,0,1,15,170
CLN_20574,2026-06-03,4,142,3,0,4,0,1,5,379
CLN_20575,2026-06-03,1,158,8,0,6,0,5,9,516
CLN_20576,2026-06-03,2,9,0,0,1,0,2,9,743
CLN_20577,2026-06-03,14,138,0,0,3,0,2,3,121
CLN_20578,2026-06-03,5,145,1,0,2,1,3,9,566
CLN_20579,2026-06-03,14,144,2,0,5,1,2,4,241
CLN_20580,2026-06-03,2,139,0,0,1,0,11,17,779
CLN_20581,2026-06-03,2,3,0,0,2,2,1,10,649
CLN_20582,2026-06-03,3,12,2,0,3,1,31,21,45
CLN_20583,2026-06-03,2,9,0,0,2,0,1,1,197
CLN_20584,2026-06-03,2,38,4,0,4,0,17,2,484
CLN_20585,2026-06-03,1,27,0,0,2,0,3,4,416
CLN_20586,2026-06-03,9,6,3,0,1,1,3,1,186
CLN_20587,2026-06-03,0,7,2,0,1,1,3,18,550
CLN_20588,2026-06-03,6,10,1,0,2,0,4,12,270
CLN_20589,2026-06-03,6,9,1,0,1,1,2,3,582
CLN_20590,2026-06-03,4,2,2,0,1,1,2,6,525
CLN_20591,2026-06-03,1,11,6,0,1,1,7,8,648
CLN_20592,2026-06-03,1,11,2,0,2,0,1,16,37
CLN_20593,2026-06-03,2,10,1,0,3,0,3,42,312
CLN_20594,2026-06-03,5,4,1,0,5,0,5,7,440
CLN_20595,2026-06-03,2,11,0,0,2,0,3,6,127
CLN_20596,2026-06-03,1,1,0,0,1,2,1,3,635
CLN_20597,2026-06-03,10,8,1,0,4,0,1,20,745
CLN_20598,2026-06-03,15,14,5,0,3,1,3,9,664
CLN_20599,2026-06-03,4,8,4,0,1,0,7,25,679
CLN_20600,2026-06-03,3,3,1,0,3,0,2,10,381
CLN_20601,2026-06-03,1,14,0,195,4,0,0,6,841
CLN_20602,2026-06-03,1,4,0,0,1,0,1,3,482
CLN_20603,2026-06-03,4,47,2,0,1,0,18,7,690
CLN_20604,2026-06-03,4,1,0,0,5,1,9,25,459
CLN_20605,2026-06-03,4,82,2,0,2,1,2,13,463
CLN_20606,2026-06-03,2,1,0,197,2,1,2,35,415
CLN_20607,2026-06-03,3,10,5,0,3,0,4,9,575
CLN_20608,2026-06-03,3,6,1,0,5,0,1,6,586
CLN_20609,2026-06-03,5,2,1,0,3,1,7,8,788
CLN_20610,2026-06-03,1,2,7,0,1,1,6,13,854
CLN_20611,2026-06-03,5,10,14,0,4,0,1,26,281
CLN_20612,2026-06-03,4,2,3,0,5,2,32,8,748
CLN_20613,2026-06-03,2,37,1,0,2,1,1,16,199
CLN_20614,2026-06-03,2,12,10,0,3,0,10,3,221
CLN_20615,2026-06-03,3,9,1,0,1,0,4,74,232
CLN_20616,2026-06-03,3,4,1,0,3,1,8,38,469
CLN_20617,2026-06-03,2,13,0,0,1,0,1,4,141
CLN_20618,2026-06-03,3,3,3,0,2,0,2,9,47
CLN_20619,2026-06-03,0,4,0,0,2,0,1,18,794
CLN_20620,2026-06-03,3,96,1,0,1,1,11,39,489
CLN_20621,2026-06-03,2,142,0,0,1,0,1,18,365
CLN_20622,2026-06-03,19,62,0,0,4,0,2,6,540
CLN_20623,2026-06-03,2,87,5,0,3,0,3,29,146
CLN_20624,2026-06-03,1,14,0,0,1,0,2,7,258
CLN_20625,2026-06-03,4,0,0,0,2,1,7,6,785
CLN_20626,2026-06-03,4,23,0,0,2,2,28,51,476
CLN_20627,2026-06-03,1,1,0,188,6,0,1,39,531
CLN_20628,2026-06-03,1,13,2,0,2,1,6,6,701
CLN_20629,2026-06-03,3,183,2,0,1,1,2,7,629
CLN_20630,2026-06-03,3,76,0,0,2,1,13,30,243
CLN_20631,2026-06-03,6,8,0,0,1,0,3,3,282
CLN_20632,2026-06-03,2,4,4,0,1,1,1,11,746
CLN_20633,2026-06-03,1,46,0,0,1,0,13,5,724
CLN_20634,2026-06-03,3,9,2,0,1,0,22,6,610
CLN_20635,2026-06-03,14,118,0,0,4,0,8,7,558
CLN_20636,2026-06-03,4,104,7,0,1,0,2,12,361
CLN_20637,2026-06-03,8,175,2,194,2,0,4,14,784
CLN_20638,2026-06-03,8,16,0,0,1,0,7,28,721
CLN_20639,2026-06-03,2,0,0,0,2,1,1,17,540
CLN_20640,2026-06-03,8,0,1,0,2,0,10,4,471
CLN_20641,2026-06-03,1,164,0,0,3,0,1,29,786
CLN_20642,2026-06-03,7,114,3,0,6,0,9,3,645
CLN_20643,2026-06-03,2,7,1,0,1,0,1,2,841
CLN_20644,2026-06-03,18,46,0,0,9,0,2,47,30
CLN_20645,2026-06-03,5,10,0,0,1,0,5,14,372
CLN_20646,2026-06-03,6,12,5,0,3,1,3,2,680
CLN_20647,2026-06-03,2,8,0,0,2,0,1,7,367
CLN_20648,2026-06-03,8,167,4,163,3,0,2,25,183
CLN_20649,2026-06-03,4,36,0,0,6,0,2,1,543
CLN_20650,2026-06-03,3,6,2,158,3,1,2,1,160
CLN_20651,2026-06-03,10,1,2,0,2,1,3,11,179
CLN_20652,2026-06-03,14,5,0,0,3,2,1,9,342
CLN_20653,2026-06-03,2,8,0,0,1,0,3,14,518
CLN_20654,2026-06-03,4,11,0,0,1,0,6,3,726
CLN_20655,2026-06-03,4,9,9,190,3,0,2,5,146
CLN_20656,2026-06-03,1,13,1,0,3,0,2,24,617
CLN_20657,2026-06-03,3,116,1,201,3,0,2,18,865
CLN_20658,2026-06-03,7,2,1,0,3,0,6,25,696
CLN_20659,2026-06-03,2,7,4,0,1,0,7,7,422
CLN_20660,2026-06-03,12,24,0,185,1,1,7,9,622
CLN_20661,2026-06-03,10,11,1,157,5,0,0,20,576
CLN_20662,2026-06-03,7,29,0,0,6,1,1,10,458
CLN_20663,2026-06-03,3,6,0,0,1,0,7,4,617
CLN_20664,2026-06-03,1,8,4,0,3,0,1,3,697
CLN_20665,2026-06-03,2,143,0,0,3,0,4,1,688
CLN_20666,2026-06-03,10,3,0,0,1,0,3,14,381
CLN_20667,2026-06-03,2,112,0,0,3,0,1,10,123
CLN_20668,2026-06-03,15,4,0,0,3,0,7,7,164
CLN_20669,2026-06-03,1,14,2,0,3,3,12,14,653
CLN_20670,2026-06-03,2,11,3,0,5,1,4,15,747
CLN_20671,2026-06-03,18,1,0,0,2,1,11,46,764
CLN_20672,2026-06-03,3,10,0,0,2,0,19,10,678
CLN_20673,2026-06-03,1,85,0,0,2,0,1,3,529
CLN_20674,2026-06-03,12,40,3,0,2,0,1,13,432
CLN_20675,2026-06-03,6,41,0,199,2,0,1,1,74
CLN_20676,2026-06-03,4,4,1,0,1,0,1,6,663
CLN_20677,2026-06-03,2,147,0,0,1,0,1,12,238
CLN_20678,2026-06-03,2,50,0,0,2,1,2,6,96
CLN_20679,2026-06-03,3,3,0,0,2,0,0,12,825
CLN_20680,2026-06-03,3,66,1,0,1,1,10,1,464
CLN_20681,2026-06-03,2,12,3,0,2,0,7,14,417
CLN_20682,2026-06-03,4,8,0,0,2,0,3,5,108
CLN_20683,2026-06-03,5,88,3,0,1,0,1,8,396
CLN_20684,2026-06-03,8,14,4,0,1,0,1,10,623
CLN_20685,2026-06-03,7,7,5,0,3,1,1,8,425
CLN_20686,2026-06-03,1,5,1,0,4,1,2,15,312
CLN_20687,2026-06-03,5,7,4,0,5,1,31,5,114
CLN_20688,2026-06-03,1,11,0,0,4,0,1,7,485
CLN_20689,2026-06-03,3,13,0,0,2,1,0,2,584
CLN_20690,2026-06-03,13,13,2,0,5,0,6,33,62
CLN_20691,2026-06-03,3,0,3,0,2,0,3,24,862
CLN_20692,2026-06-03,2,48,1,0,1,1,4,5,299
CLN_20693,2026-06-03,3,11,6,200,2,0,12,13,551
CLN_20694,2026-06-03,3,4,2,0,3,2,1,3,855
CLN_20695,2026-06-03,4,8,2,0,6,2,4,9,77
CLN_20696,2026-06-03,1,7,1,0,2,0,3,4,471
CLN_20697,2026-06-03,0,5,0,0,1,0,0,15,419
CLN_20698,2026-06-03,14,14,1,0,8,0,59,7,366
CLN_20699,2026-06-03,4,13,0,0,3,0,0,30,179
CLN_20700,2026-06-03,4,10,1,0,1,0,6,9,559
CLN_20701,2026-06-03,18,130,4,0,2,0,3,20,430
CLN_20702,2026-06-03,1,11,0,0,2,0,3,8,744
CLN_20703,2026-06-03,0,12,1,0,2,0,4,7,72
CLN_20704,2026-06-03,7,11,0,0,3,0,4,27,308
CLN_20705,2026-06-03,2,7,0,0,1,1,1,2,58
CLN_20706,2026-06-03,1,14,1,0,1,0,1,12,850
CLN_20707,2026-06-03,3,152,0,0,2,0,3,8,313
CLN_20708,2026-06-03,3,11,0,0,6,1,1,6,624
CLN_20709,2026-06-03,1,10,2,166,2,1,0,13,73
CLN_20710,2026-06-03,1,13,2,0,1,0,1,3,371
CLN_20711,2026-06-03,0,165,2,0,1,1,4,93,317
CLN_20712,2026-06-03,4,71,2,0,6,1,5,35,381
CLN_20713,2026-06-03,2,14,2,0,3,0,11,10,698
CLN_20714,2026-06-03,4,8,1,0,4,0,19,13,633
CLN_20715,2026-06-03,2,152,0,0,1,1,12,2,878
CLN_20716,2026-06-03,5,13,0,0,3,0,0,8,44
CLN_20717,2026-06-03,1,11,2,0,4,0,1,46,868
CLN_20718,2026-06-03,1,7,1,0,1,0,2,2,321
CLN_20719,2026-06-03,3,130,0,0,2,3,0,4,620
CLN_20720,2026-06-03,3,7,0,0,3,0,5,15,607
CLN_20721,2026-06-03,6,1,1,0,3,0,20,9,283
CLN_20722,2026-06-03,0,14,0,0,1,0,0,10,422
CLN_20723,2026-06-03,5,133,0,0,2,0,5,169,509
CLN_20724,2026-06-03,2,8,1,0,3,2,2,28,769
CLN_20725,2026-06-03,1,12,0,0,2,0,2,11,808
CLN_20726,2026-06-03,11,1,6,184,4,0,3,1,423
CLN_20727,2026-06-03,8,11,0,0,2,0,67,11,31
CLN_20728,2026-06-03,9,4,2,175,2,1,5,6,289
CLN_20729,2026-06-03,21,2,2,0,3,0,20,12,415
CLN_20730,2026-06-03,6,0,0,0,2,0,4,1,849
CLN_20731,2026-06-03,1,70,0,0,1,0,2,3,540
CLN_20732,2026-06-03,3,85,2,0,1,1,7,8,372
CLN_20733,2026-06-03,3,4,0,0,1,0,3,30,829
