clinician_id,annual_patient_volume,revenue_band,num_locations,has_billing_system,accepts_insurance,is_group_practice
CLN_14446,97,$1M-$5M,1,1,1,0
CLN_14447,12398,<$1M,1,1,1,1
CLN_14448,60,$20M-$100M,1,1,1,0
CLN_14449,86494,$5M-$20M,3,1,0,1
CLN_14450,50,$20M-$100M,1,1,1,0
CLN_14451,99,<$1M,1,1,1,0
CLN_14452,11122,$1M-$5M,6,1,1,1
CLN_14453,6192,$1M-$5M,1,1,1,1
CLN_14454,17839,$5M-$20M,11,0,0,1
CLN_14455,226,<$1M,1,0,1,0
CLN_14456,4012,$1M-$5M,5,1,1,1
CLN_14457,4787,<$1M,1,1,1,1
CLN_14458,4299,<$1M,4,0,1,1
CLN_14459,3389,$1M-$5M,1,1,1,1
CLN_14460,205,$1M-$5M,1,1,1,0
CLN_14461,172,$5M-$20M,1,1,0,0
CLN_14462,1420,$20M-$100M,1,1,1,1
CLN_14463,2030,$1M-$5M,6,1,0,1
CLN_14464,142,<$1M,1,0,1,0
CLN_14465,2893,$1M-$5M,7,1,0,1
CLN_14466,159,$1M-$5M,1,1,0,0
CLN_14467,48489,$5M-$20M,1,0,1,1
CLN_14468,283,$20M-$100M,1,1,1,0
CLN_14469,13502,$5M-$20M,2,1,0,1
CLN_14470,1465,$5M-$20M,1,1,1,1
CLN_14471,1918,<$1M,1,1,1,1
CLN_14472,908,<$1M,4,1,1,1
CLN_14473,38899,<$1M,2,1,1,1
CLN_14474,428,$5M-$20M,1,1,1,0
CLN_14475,323,<$1M,1,1,1,0
CLN_14476,53284,$1M-$5M,1,1,1,1
CLN_14477,16124,$5M-$20M,2,1,0,1
CLN_14478,8200,$1M-$5M,1,1,1,1
CLN_14479,51036,$100M+,5,0,1,1
CLN_14480,6249,<$1M,3,0,1,1
CLN_14481,118382,$5M-$20M,2,0,0,1
CLN_14482,13204,<$1M,1,1,1,1
CLN_14483,392,$1M-$5M,1,0,1,1
CLN_14484,476,$5M-$20M,1,1,1,0
CLN_14485,2417,<$1M,10,1,0,1
CLN_14486,80973,<$1M,6,1,0,1
CLN_14487,471,$1M-$5M,1,0,1,1
CLN_14488,472,$1M-$5M,1,1,1,0
CLN_14489,2585,<$1M,5,1,1,1
CLN_14490,137,$20M-$100M,1,1,1,0
CLN_14491,690,$20M-$100M,1,1,1,0
CLN_14492,1069,$20M-$100M,1,0,1,1
CLN_14493,2902,$1M-$5M,1,1,1,1
CLN_14494,6586,$1M-$5M,2,0,1,1
CLN_14495,20677,$1M-$5M,1,1,1,1
CLN_14496,2078,<$1M,2,0,1,1
CLN_14497,418,<$1M,1,1,1,0
CLN_14498,386,$1M-$5M,1,1,1,0
CLN_14499,1522,$5M-$20M,5,1,1,1
CLN_14500,701,$1M-$5M,1,1,1,0
CLN_14501,1065,<$1M,1,1,1,1
CLN_14502,4343,$5M-$20M,2,0,1,1
CLN_14503,188,<$1M,1,1,1,0
CLN_14504,2238,<$1M,4,1,1,1
CLN_14505,211,$5M-$20M,1,1,1,0
CLN_14506,1798,$1M-$5M,16,1,1,1
CLN_14507,706,<$1M,1,1,0,1
CLN_14508,69286,<$1M,1,1,1,1
CLN_14509,4256,$1M-$5M,3,0,0,1
CLN_14510,80618,$5M-$20M,1,1,1,1
CLN_14511,1242,$1M-$5M,2,1,1,1
CLN_14512,208,$1M-$5M,1,0,1,0
CLN_14513,1345,$5M-$20M,1,1,0,1
CLN_14514,2879,<$1M,1,1,1,1
CLN_14515,714,$1M-$5M,2,1,1,1
CLN_14516,9004,<$1M,1,0,1,1
CLN_14517,1940,$1M-$5M,5,0,1,1
CLN_14518,1077,$5M-$20M,1,0,1,1
CLN_14519,430,$5M-$20M,1,1,1,1
CLN_14520,736,$5M-$20M,4,0,1,1
CLN_14521,9956,$20M-$100M,7,1,1,1
CLN_14522,390,$1M-$5M,1,1,1,0
CLN_14523,5691,$1M-$5M,1,1,1,1
CLN_14524,1774,$5M-$20M,1,1,1,1
CLN_14525,1768,$5M-$20M,2,1,1,1
CLN_14526,1037,$1M-$5M,16,1,1,1
CLN_14527,85951,$1M-$5M,1,1,1,1
CLN_14528,206,<$1M,1,1,1,0
CLN_14529,28365,$20M-$100M,2,1,1,1
CLN_14530,13182,<$1M,1,0,1,1
CLN_14531,1298,$100M+,8,1,1,1
CLN_14532,30755,$20M-$100M,8,1,1,1
CLN_14533,308,$5M-$20M,1,1,1,0
CLN_14534,4987,$5M-$20M,1,1,1,1
CLN_14535,959,$5M-$20M,1,1,1,1
CLN_14536,3826,$1M-$5M,1,1,1,1
CLN_14537,2700,$1M-$5M,1,1,0,1
CLN_14538,747,$5M-$20M,1,1,1,1
CLN_14539,33638,$100M+,2,0,1,1
CLN_14540,1526,$5M-$20M,2,1,1,1
CLN_14541,786,$5M-$20M,8,0,1,1
CLN_14542,521,<$1M,1,1,1,1
CLN_14543,99963,$5M-$20M,4,1,1,1
CLN_14544,12875,$1M-$5M,1,1,1,1
CLN_14545,2047,<$1M,2,1,0,1
CLN_14546,1042,$20M-$100M,1,1,0,1
CLN_14547,327,<$1M,3,1,1,1
CLN_14548,649,<$1M,2,1,1,1
CLN_14549,1121,<$1M,2,1,1,1
CLN_14550,288,$5M-$20M,1,1,1,0
CLN_14551,1183,$20M-$100M,9,1,1,1
CLN_14552,3659,$20M-$100M,1,1,1,1
CLN_14553,191,$1M-$5M,1,1,1,0
CLN_14554,39658,$1M-$5M,1,1,0,1
CLN_14555,236,$20M-$100M,1,0,1,0
CLN_14556,217,$1M-$5M,3,0,0,1
CLN_14557,5095,<$1M,6,1,1,1
CLN_14558,171,<$1M,1,1,1,0
CLN_14559,4576,<$1M,1,0,0,1
CLN_14560,17488,$5M-$20M,2,1,1,1
CLN_14561,2554,$1M-$5M,1,1,1,1
CLN_14562,1436,<$1M,2,1,1,1
CLN_14563,219917,$20M-$100M,1,1,1,1
CLN_14564,827,$5M-$20M,1,1,1,1
CLN_14565,2319,$20M-$100M,3,1,1,1
CLN_14566,306,$1M-$5M,5,0,1,1
CLN_14567,1337,$5M-$20M,1,1,1,1
CLN_14568,11298,$1M-$5M,5,1,1,1
CLN_14569,1104,$1M-$5M,5,0,1,1
CLN_14570,6974,$20M-$100M,4,1,1,1
CLN_14571,5618,<$1M,1,0,0,1
CLN_14572,28391,$1M-$5M,1,1,1,1
CLN_14573,150,$20M-$100M,1,0,1,0
CLN_14574,1386,$1M-$5M,1,1,1,1
CLN_14575,1368,<$1M,2,0,0,1
CLN_14576,252,$5M-$20M,1,1,1,0
CLN_14577,190,$20M-$100M,1,1,1,0
CLN_14578,964,$1M-$5M,2,0,1,1
CLN_14579,14175,<$1M,1,0,0,1
CLN_14580,18821,$1M-$5M,8,1,1,1
CLN_14581,886,<$1M,11,1,0,1
CLN_14582,817,$5M-$20M,7,1,1,1
CLN_14583,244,<$1M,1,1,1,1
CLN_14584,8311,$1M-$5M,1,1,1,1
CLN_14585,12080,$1M-$5M,4,1,1,1
CLN_14586,26451,$1M-$5M,7,1,0,1
CLN_14587,1726,$5M-$20M,1,1,1,1
CLN_14588,203,<$1M,1,1,1,0
CLN_14589,212,$1M-$5M,1,1,1,0
CLN_14590,1240,$20M-$100M,3,1,1,1
CLN_14591,308,$5M-$20M,1,0,0,0
CLN_14592,1041,<$1M,6,0,1,1
CLN_14593,1431,<$1M,4,1,1,1
CLN_14594,1143,$1M-$5M,4,1,1,1
CLN_14595,178,<$1M,1,1,1,0
CLN_14596,10412,$5M-$20M,1,1,1,1
CLN_14597,2189,$20M-$100M,1,1,1,1
CLN_14598,770,<$1M,1,1,1,1
CLN_14599,4104,$1M-$5M,1,0,1,1
CLN_14600,140,<$1M,1,1,1,0
CLN_14601,12739,<$1M,1,1,1,1
CLN_14602,16996,$20M-$100M,3,0,1,1
CLN_14603,27827,<$1M,1,0,1,1
CLN_14604,9409,<$1M,1,1,1,1
CLN_14605,6254,$20M-$100M,5,1,1,1
CLN_14606,363,$5M-$20M,1,1,0,0
CLN_14607,323,$5M-$20M,1,1,1,0
CLN_14608,163,$1M-$5M,1,1,1,0
CLN_14609,322,$1M-$5M,1,0,0,0
CLN_14610,8368,$1M-$5M,1,1,1,1
CLN_14611,2995,$5M-$20M,4,1,1,1
CLN_14612,6269,<$1M,1,1,1,1
CLN_14613,1296,<$1M,3,1,1,1
CLN_14614,212,$1M-$5M,1,0,1,0
CLN_14615,514,$20M-$100M,1,1,1,1
CLN_14616,1302,$5M-$20M,1,1,1,1
CLN_14617,11302,$5M-$20M,1,0,1,1
CLN_14618,4031,$20M-$100M,1,1,1,1
CLN_14619,24801,$1M-$5M,1,1,1,1
CLN_14620,30923,$20M-$100M,3,0,1,1
CLN_14621,21934,$1M-$5M,1,1,1,1
CLN_14622,122,$20M-$100M,1,1,1,0
CLN_14623,3077,<$1M,1,1,1,1
CLN_14624,720,<$1M,1,0,1,1
CLN_14625,12379,$5M-$20M,1,1,1,1
CLN_14626,5023,<$1M,6,1,1,1
CLN_14627,4171,$5M-$20M,2,1,1,1
CLN_14628,1281,$5M-$20M,2,1,1,1
CLN_14629,586,$100M+,1,1,0,0
CLN_14630,2637,$1M-$5M,2,1,1,1
CLN_14631,11561,$20M-$100M,1,0,1,1
CLN_14632,1550,$100M+,1,1,1,1
CLN_14633,21702,$5M-$20M,2,1,1,1
CLN_14634,7998,<$1M,2,1,1,1
CLN_14635,1321,<$1M,1,0,1,1
CLN_14636,1274,$5M-$20M,7,1,1,1
CLN_14637,1146,$20M-$100M,1,1,1,1
CLN_14638,311,<$1M,1,1,1,0
CLN_14639,1939,$20M-$100M,9,1,1,1
CLN_14640,20749,<$1M,1,0,1,1
CLN_14641,1058,<$1M,1,0,0,1
CLN_14642,3019,$100M+,1,0,1,1
CLN_14643,2794,$1M-$5M,4,1,0,1
CLN_14644,2968,<$1M,4,1,1,1
CLN_14645,170,$1M-$5M,1,1,1,0
CLN_14646,9010,$5M-$20M,2,0,1,1
CLN_14647,929,<$1M,3,0,1,1
CLN_14648,150,$5M-$20M,1,1,1,0
CLN_14649,81,$1M-$5M,1,1,1,0
CLN_14650,2375,$1M-$5M,1,1,1,1
CLN_14651,1990,$1M-$5M,1,0,1,1
CLN_14652,6070,$1M-$5M,11,0,1,1
CLN_14653,9152,$5M-$20M,1,0,1,1
CLN_14654,5365,$20M-$100M,13,1,1,1
CLN_14655,1715,<$1M,1,0,1,1
CLN_14656,471,$5M-$20M,1,0,1,0
CLN_14657,14973,$1M-$5M,1,1,1,1
CLN_14658,1486,$1M-$5M,2,1,1,1
CLN_14659,120,$5M-$20M,1,0,1,0
CLN_14660,951,$20M-$100M,1,1,0,1
CLN_14661,558,$5M-$20M,1,0,1,0
CLN_14662,1058,$5M-$20M,2,1,1,1
CLN_14663,6469,$5M-$20M,1,1,0,1
CLN_14664,1162,$1M-$5M,5,1,0,1
CLN_14665,823,<$1M,1,1,0,1
CLN_14666,227803,<$1M,1,1,1,1
CLN_14667,344,$20M-$100M,3,0,0,1
CLN_14668,8531,$5M-$20M,5,1,1,1
CLN_14669,1129,$1M-$5M,2,1,1,1
CLN_14670,139,<$1M,1,1,1,0
CLN_14671,10593,<$1M,5,1,1,1
CLN_14672,2236,<$1M,6,1,1,1
CLN_14673,802,<$1M,1,0,1,1
CLN_14674,943,$5M-$20M,6,1,1,1
CLN_14675,447,$1M-$5M,1,1,0,0
CLN_14676,110,$20M-$100M,1,0,0,0
CLN_14677,44888,$5M-$20M,2,1,1,1
CLN_14678,4291,<$1M,2,1,1,1
CLN_14679,985,$1M-$5M,5,1,1,1
CLN_14680,25996,$1M-$5M,2,0,1,1
CLN_14681,59954,$1M-$5M,1,1,1,1
CLN_14682,48117,<$1M,3,1,1,1
CLN_14683,22067,$20M-$100M,4,1,1,1
CLN_14684,182,$20M-$100M,1,1,1,0
CLN_14685,246,$5M-$20M,1,1,1,0
CLN_14686,216,$1M-$5M,1,1,1,0
CLN_14687,9272,$100M+,1,1,1,1
CLN_14688,55595,$1M-$5M,3,0,1,1
CLN_14689,2470,<$1M,1,1,1,1
CLN_14690,17375,$1M-$5M,1,1,1,1
CLN_14691,616,<$1M,1,1,1,0
CLN_14692,5651,$5M-$20M,1,0,1,1
CLN_14693,45224,$5M-$20M,1,1,1,1
CLN_14694,323,$5M-$20M,1,1,1,0
CLN_14695,100,$1M-$5M,1,1,1,0
CLN_14696,912,$1M-$5M,5,1,1,1
CLN_14697,1079,<$1M,1,0,1,1
CLN_14698,275,<$1M,1,0,0,0
CLN_14699,1043,<$1M,1,1,1,1
CLN_14700,1082,$20M-$100M,1,1,1,1
CLN_14701,30344,$20M-$100M,1,1,1,1
CLN_14702,804,$1M-$5M,6,1,1,1
CLN_14703,379,$1M-$5M,1,1,1,0
CLN_14704,9129,$5M-$20M,4,1,1,1
CLN_14705,1120,$1M-$5M,2,0,1,1
CLN_14706,123,$5M-$20M,1,1,1,0
CLN_14707,140,$1M-$5M,1,1,1,0
CLN_14708,295,$1M-$5M,1,1,1,0
CLN_14709,39087,$5M-$20M,4,0,0,1
CLN_14710,704,<$1M,5,1,1,1
CLN_14711,655,<$1M,1,1,1,1
CLN_14712,1829,$5M-$20M,1,1,1,1
CLN_14713,548,$1M-$5M,1,1,1,0
CLN_14714,3198,<$1M,2,1,1,1
CLN_14715,1687,$20M-$100M,3,1,1,1
CLN_14716,7754,<$1M,5,1,1,1
CLN_14717,183,<$1M,1,1,1,0
CLN_14718,668,<$1M,9,0,1,1
CLN_14719,100,<$1M,1,0,1,0
CLN_14720,1287,$20M-$100M,1,1,0,1
CLN_14721,267,$1M-$5M,1,1,1,0
CLN_14722,868,$20M-$100M,3,0,1,1
CLN_14723,1071,$20M-$100M,3,1,0,1
CLN_14724,637,$5M-$20M,1,1,1,1
CLN_14725,209,$20M-$100M,1,1,1,0
CLN_14726,221,$5M-$20M,1,1,1,0
CLN_14727,585,$20M-$100M,1,1,1,1
CLN_14728,9145,<$1M,1,1,1,1
CLN_14729,156,$1M-$5M,1,1,1,0
CLN_14730,195,$5M-$20M,1,1,1,0
CLN_14731,104,$1M-$5M,1,1,1,0
CLN_14732,1946,$1M-$5M,1,0,0,1
CLN_14733,228,$5M-$20M,1,1,1,0
CLN_14734,110,<$1M,1,0,1,0
CLN_14735,3571,<$1M,1,0,0,1
CLN_14736,1403,<$1M,3,1,1,1
CLN_14737,216,$5M-$20M,1,1,1,0
CLN_14738,5518,$5M-$20M,7,1,1,1
CLN_14739,2518,$1M-$5M,3,1,0,1
CLN_14740,1339,$1M-$5M,1,0,0,1
CLN_14741,4276,$20M-$100M,4,1,1,1
CLN_14742,2130,$5M-$20M,5,1,1,1
CLN_14743,10370,$1M-$5M,8,1,1,1
CLN_14744,5907,<$1M,1,1,1,1
CLN_14745,2496,$1M-$5M,2,1,1,1
CLN_14746,22338,$20M-$100M,4,1,1,1
CLN_14747,601,$5M-$20M,2,1,1,1
CLN_14748,200,$1M-$5M,1,1,1,0
CLN_14749,4464,$1M-$5M,1,1,1,1
CLN_14750,176,<$1M,1,1,1,0
CLN_14751,10375,<$1M,2,1,1,1
CLN_14752,401,$100M+,1,1,1,0
CLN_14753,1287,<$1M,4,1,1,1
CLN_14754,23058,<$1M,2,1,1,1
CLN_14755,262,$1M-$5M,1,1,0,0
CLN_14756,1309,<$1M,2,1,1,1
CLN_14757,895,$1M-$5M,5,1,0,1
CLN_14758,1682,$5M-$20M,1,1,0,1
CLN_14759,636,$5M-$20M,1,0,1,1
CLN_14760,1431,$20M-$100M,1,1,1,1
CLN_14761,1781,$5M-$20M,1,0,1,1
CLN_14762,271,$20M-$100M,1,0,1,0
CLN_14763,4981,<$1M,1,1,1,1
CLN_14764,7781,$1M-$5M,3,1,1,1
CLN_14765,467,$1M-$5M,1,1,1,0
CLN_14766,3056,<$1M,4,1,1,1
CLN_14767,25344,$5M-$20M,1,1,0,1
CLN_14768,1969,<$1M,1,0,0,1
CLN_14769,1087,<$1M,1,1,0,1
CLN_14770,894,<$1M,2,0,1,1
CLN_14771,1074,<$1M,13,1,0,1
CLN_14772,93797,$1M-$5M,4,1,1,1
CLN_14773,215,<$1M,1,1,0,0
CLN_14774,4150,<$1M,1,1,0,1
CLN_14775,98,$20M-$100M,1,1,1,0
CLN_14776,2134,$1M-$5M,7,0,1,1
CLN_14777,1200,$1M-$5M,1,1,1,1
CLN_14778,794,$5M-$20M,1,1,1,1
CLN_14779,1661,<$1M,5,1,1,1
CLN_14780,35674,<$1M,1,1,1,1
CLN_14781,784,<$1M,1,0,1,0
CLN_14782,7548,$1M-$5M,1,0,1,1
CLN_14783,12279,<$1M,1,1,1,1
CLN_14784,845,$5M-$20M,3,0,1,1
CLN_14785,1496,<$1M,1,1,1,1
CLN_14786,408,<$1M,1,1,0,0
CLN_14787,179,<$1M,1,0,1,0
CLN_14788,2462,$20M-$100M,1,0,1,1
CLN_14789,3632,$5M-$20M,1,0,1,1
CLN_14790,776,<$1M,4,1,1,1
CLN_14791,549,<$1M,1,1,1,0
CLN_14792,1161,$1M-$5M,1,0,1,1
CLN_14793,152,$1M-$5M,1,1,1,0
CLN_14794,1776,$20M-$100M,1,1,0,1
CLN_14795,6794,$1M-$5M,5,1,1,1
CLN_14796,12327,<$1M,1,1,1,1
CLN_14797,1122,$20M-$100M,1,0,1,1
CLN_14798,3360,$5M-$20M,1,1,1,1
CLN_14799,7363,$100M+,3,1,1,1
CLN_14800,393,$5M-$20M,1,1,1,0
CLN_14801,1773,$1M-$5M,4,1,1,1
CLN_14802,10983,$1M-$5M,4,1,1,1
CLN_14803,3374,<$1M,3,0,1,1
CLN_14804,1860,$1M-$5M,1,0,1,1
CLN_14805,4979,<$1M,3,1,1,1
CLN_14806,691,$20M-$100M,1,1,0,1
CLN_14807,198,<$1M,1,1,1,0
CLN_14808,12966,$5M-$20M,5,1,1,1
CLN_14809,579,<$1M,5,1,0,1
CLN_14810,53925,<$1M,1,1,1,1
CLN_14811,289,<$1M,1,0,0,0
CLN_14812,387,$5M-$20M,1,1,1,0
CLN_14813,507,$20M-$100M,1,1,1,0
CLN_14814,8530,$1M-$5M,1,1,1,1
CLN_14815,233,<$1M,1,0,1,0
CLN_14816,147249,<$1M,3,1,1,1
CLN_14817,301,$20M-$100M,1,1,0,0
CLN_14818,2465,$20M-$100M,1,1,0,1
CLN_14819,1244,$1M-$5M,1,0,1,1
CLN_14820,244,$5M-$20M,1,1,1,0
CLN_14821,4782,<$1M,2,1,1,1
CLN_14822,11120,<$1M,1,1,0,1
CLN_14823,34540,$5M-$20M,2,1,1,1
CLN_14824,386,$1M-$5M,1,1,0,0
CLN_14825,17430,$1M-$5M,11,1,1,1
CLN_14826,3401,<$1M,1,0,0,1
CLN_14827,446,$1M-$5M,1,1,1,1
CLN_14828,190,$5M-$20M,1,1,1,0
CLN_14829,48449,<$1M,1,1,1,1
CLN_14830,5115,$100M+,2,0,0,1
CLN_14831,3213,$20M-$100M,1,1,0,1
CLN_14832,2636,<$1M,1,1,0,1
CLN_14833,670,$1M-$5M,1,1,0,1
CLN_14834,1079,$1M-$5M,1,1,1,1
CLN_14835,1414,$1M-$5M,1,0,1,1
CLN_14836,529,<$1M,5,0,0,1
CLN_14837,105,$1M-$5M,1,1,1,0
CLN_14838,1281,$1M-$5M,2,1,0,1
CLN_14839,6884,$1M-$5M,1,1,1,1
CLN_14840,664,$20M-$100M,1,1,1,0
CLN_14841,1003,$5M-$20M,1,1,1,1
CLN_14842,8221,<$1M,5,0,1,1
CLN_14843,13643,$1M-$5M,4,1,1,1
CLN_14844,6688,$20M-$100M,1,1,1,1
CLN_14845,18953,$20M-$100M,1,0,1,1
CLN_14846,629,$20M-$100M,12,1,1,1
CLN_14847,177,<$1M,1,1,1,0
CLN_14848,991,<$1M,2,1,1,1
CLN_14849,1133,$20M-$100M,1,1,1,1
CLN_14850,11573,$1M-$5M,4,1,0,1
CLN_14851,178,$5M-$20M,1,1,1,0
CLN_14852,380,$1M-$5M,1,1,0,0
CLN_14853,484,$5M-$20M,1,1,0,0
CLN_14854,193,$5M-$20M,1,1,1,0
CLN_14855,10488,$1M-$5M,1,1,1,1
CLN_14856,971,<$1M,1,0,1,1
CLN_14857,2536,<$1M,1,0,1,1
CLN_14858,22709,<$1M,7,0,1,1
CLN_14859,22961,$5M-$20M,1,0,1,1
CLN_14860,75,$1M-$5M,1,1,1,0
CLN_14861,3144,$20M-$100M,1,1,1,1
CLN_14862,136781,$5M-$20M,1,0,0,1
CLN_14863,10690,$20M-$100M,4,1,1,1
CLN_14864,203,$5M-$20M,1,1,1,0
CLN_14865,89036,<$1M,3,1,1,1
CLN_14866,176,$5M-$20M,1,1,1,0
CLN_14867,5147,$5M-$20M,4,1,1,1
CLN_14868,30213,$5M-$20M,2,0,1,1
CLN_14869,9392,$5M-$20M,1,1,0,1
CLN_14870,278,$5M-$20M,1,1,1,0
CLN_14871,2774,$5M-$20M,1,1,1,1
CLN_14872,908,$5M-$20M,1,1,1,1
CLN_14873,3284,$5M-$20M,1,1,1,1
CLN_14874,29152,<$1M,1,0,1,1
CLN_14875,1232,<$1M,1,1,0,1
CLN_14876,23587,<$1M,4,1,1,1
CLN_14877,2574,$1M-$5M,1,1,1,1
CLN_14878,40665,$100M+,1,1,1,1
CLN_14879,14193,<$1M,1,1,1,1
CLN_14880,5178,$20M-$100M,3,1,1,1
CLN_14881,3773,$1M-$5M,5,1,0,1
CLN_14882,842,$100M+,1,1,1,1
CLN_14883,269,$100M+,1,1,1,0
CLN_14884,9745,$5M-$20M,1,0,1,1
CLN_14885,84296,$1M-$5M,8,1,1,1
CLN_14886,8436,$5M-$20M,1,1,0,1
CLN_14887,1219,<$1M,1,1,1,1
CLN_14888,1327,$1M-$5M,2,0,1,1
CLN_14889,1071,<$1M,1,0,1,1
CLN_14890,238,$5M-$20M,1,0,1,0
CLN_14891,266,$5M-$20M,1,1,1,0
CLN_14892,7097,$5M-$20M,12,1,1,1
CLN_14893,38073,$1M-$5M,7,1,0,1
CLN_14894,48998,<$1M,4,1,1,1
CLN_14895,41204,$1M-$5M,3,0,1,1
CLN_14896,1325,$1M-$5M,2,1,1,1
CLN_14897,3472,$5M-$20M,2,1,1,1
CLN_14898,25773,<$1M,5,0,1,1
CLN_14899,21223,$1M-$5M,2,1,0,1
CLN_14900,1152,<$1M,12,1,0,1
CLN_14901,7243,$5M-$20M,1,1,1,1
CLN_14902,2900,<$1M,4,1,0,1
CLN_14903,114,$100M+,1,1,1,0
CLN_14904,48874,$1M-$5M,1,0,0,1
CLN_14905,9367,$20M-$100M,1,0,1,1
CLN_14906,779,<$1M,1,1,1,1
CLN_14907,65010,$1M-$5M,9,1,1,1
CLN_14908,13899,<$1M,1,1,0,1
CLN_14909,330,$1M-$5M,1,1,1,0
CLN_14910,1213,<$1M,3,1,1,1
CLN_14911,61,$5M-$20M,1,1,1,0
CLN_14912,7371,$20M-$100M,18,0,1,1
CLN_14913,29092,<$1M,1,1,0,1
CLN_14914,21846,$1M-$5M,16,1,1,1
CLN_14915,225853,<$1M,1,1,1,1
CLN_14916,500,$20M-$100M,3,1,1,1
CLN_14917,799,<$1M,1,1,1,1
CLN_14918,270,$5M-$20M,1,1,1,0
CLN_14919,1143,$20M-$100M,4,1,1,1
CLN_14920,334,$5M-$20M,1,1,1,0
CLN_14921,14211,$5M-$20M,2,1,1,1
CLN_14922,1493,$1M-$5M,1,1,1,1
CLN_14923,140,$5M-$20M,1,1,1,0
CLN_14924,2560,<$1M,4,1,1,1
CLN_14925,16828,$100M+,2,0,1,1
CLN_14926,40135,$5M-$20M,1,0,1,1
CLN_14927,2707,$20M-$100M,18,1,1,1
CLN_14928,1483,$1M-$5M,2,1,1,1
CLN_14929,275,$5M-$20M,1,0,0,0
CLN_14930,578,<$1M,1,1,0,1
CLN_14931,945,$1M-$5M,1,0,1,1
CLN_14932,873,$20M-$100M,1,0,0,1
CLN_14933,14383,$20M-$100M,3,1,0,1
CLN_14934,1544,<$1M,1,0,0,1
CLN_14935,1466,$5M-$20M,9,0,1,1
CLN_14936,385,<$1M,1,1,1,1
CLN_14937,25970,$5M-$20M,1,1,0,1
CLN_14938,876,<$1M,2,1,1,1
CLN_14939,2243,$5M-$20M,1,1,0,1
CLN_14940,584,$20M-$100M,5,1,1,1
CLN_14941,241,$5M-$20M,1,1,1,0
CLN_14942,5514,<$1M,1,0,1,1
CLN_14943,267,$20M-$100M,1,0,1,0
CLN_14944,576,$1M-$5M,1,0,1,1
CLN_14945,181,$5M-$20M,1,1,1,0
CLN_14946,12180,<$1M,1,1,0,1
CLN_14947,933,<$1M,3,1,1,1
CLN_14948,33659,$100M+,1,1,1,1
CLN_14949,23040,$100M+,1,1,1,1
CLN_14950,3006,$100M+,4,1,1,1
CLN_14951,3191,$5M-$20M,1,1,0,1
CLN_14952,1529,$100M+,8,0,1,1
CLN_14953,370,$1M-$5M,1,1,1,0
CLN_14954,27938,$5M-$20M,1,0,1,1
CLN_14955,372,$1M-$5M,1,0,1,0
CLN_14956,1715,$5M-$20M,1,1,1,1
CLN_14957,6307,$1M-$5M,1,1,0,1
CLN_14958,15420,$1M-$5M,1,1,1,1
CLN_14959,137,$1M-$5M,1,1,0,0
CLN_14960,925,<$1M,1,1,1,1
CLN_14961,1023,$20M-$100M,10,1,1,1
CLN_14962,424,$1M-$5M,1,0,1,1
CLN_14963,114,$100M+,1,0,1,0
CLN_14964,73,$5M-$20M,1,0,1,0
CLN_14965,1115,$5M-$20M,4,1,0,1
CLN_14966,1172,<$1M,1,1,0,1
CLN_14967,197,$5M-$20M,1,1,0,0
CLN_14968,5823,$5M-$20M,4,1,1,1
CLN_14969,53,$1M-$5M,1,1,1,0
CLN_14970,62572,<$1M,1,1,0,1
CLN_14971,139,$5M-$20M,1,1,1,0
CLN_14972,13458,$1M-$5M,3,1,1,1
CLN_14973,1116,$20M-$100M,1,1,1,1
CLN_14974,822,$5M-$20M,6,1,1,1
CLN_14975,178,$20M-$100M,1,1,0,0
CLN_14976,127,$5M-$20M,1,0,1,0
CLN_14977,1355,<$1M,1,1,1,1
CLN_14978,10448,$5M-$20M,4,1,1,1
CLN_14979,18400,$5M-$20M,8,1,1,1
CLN_14980,199,$1M-$5M,1,1,1,0
CLN_14981,702,$1M-$5M,1,1,1,1
CLN_14982,2181,<$1M,1,1,1,1
CLN_14983,280,$5M-$20M,1,1,1,0
CLN_14984,4429,$20M-$100M,3,1,0,1
CLN_14985,16667,$20M-$100M,1,1,1,1
CLN_14986,189,<$1M,1,0,1,0
CLN_14987,269,$100M+,1,0,0,0
CLN_14988,11341,$1M-$5M,1,0,1,1
CLN_14989,157,$20M-$100M,1,1,1,0
CLN_14990,30979,<$1M,4,1,0,1
CLN_14991,272,$100M+,1,0,1,0
CLN_14992,2022,$1M-$5M,2,1,1,1
CLN_14993,50288,<$1M,1,1,1,1
CLN_14994,453,$1M-$5M,1,1,1,0
CLN_14995,182,$1M-$5M,1,1,1,0
CLN_14996,637,$5M-$20M,8,1,1,1
CLN_14997,9433,<$1M,3,1,0,1
CLN_14998,2986,$5M-$20M,3,0,1,1
CLN_14999,1376,$20M-$100M,1,0,0,1
CLN_15000,87105,$20M-$100M,1,1,1,1
CLN_15001,978,<$1M,6,1,1,1
CLN_15002,7951,$20M-$100M,5,0,1,1
CLN_15003,12202,$1M-$5M,2,0,1,1
CLN_15004,154,$5M-$20M,1,1,1,0
CLN_15005,1051,<$1M,4,1,1,1
CLN_15006,1197,<$1M,4,1,1,1
CLN_15007,8000,$20M-$100M,5,1,1,1
CLN_15008,3562,$5M-$20M,1,0,1,1
CLN_15009,254,$1M-$5M,1,1,1,1
CLN_15010,4917,<$1M,1,1,1,1
CLN_15011,9346,$1M-$5M,3,0,1,1
